id,age,income,category,status
215,42.589692204932675,76706.5263215634,A,Active
216,27.27174785462428,11231.856787190758,A,Active
217,32.63181393259991,29114.57428220184,C,Active
218,30.146364521708964,9553.405308667989,B,Active
219,35.81874139386323,188179.03975992298,A,Active
220,58.146585666735085,6717.031406774658,B,Active
221,16.32734807408252,30026.052793404357,B,Active
222,41.86260190374514,41513.62148559361,A,Active
223,18.872841288103483,33316.20177550906,A,Inactive
224,30.280681342105666,18301.024870655143,C,Active
225,45.889505969673664,19344.80719189864,A,Active
226,35.64280019095463,23012.92910514996,B,Active
227,24.222552220706937,19015.277202864552,A,Inactive
228,27.846962907400318,57750.02820573464,A,Inactive
229,41.79597748934676,200892.0547204904,A,Active
230,27.696333682828634,12613.314167318036,A,Active
231,37.16458589581975,5598.181100163553,A,Inactive
232,35.45571839903814,20165.2872391876,A,Active
233,28.48399652394183,290601.83297574194,C,Active
234,56.439440893253256,9860.82812128934,C,Active
235,41.33919022318011,113449.92231355993,B,Inactive
236,14.74857413342393,117912.81967517377,C,Inactive
237,36.86454314769428,12662.647009123637,A,Active
238,28.38213535231612,38909.086139603605,C,Active
239,43.52433334796224,112240.21419365476,A,Active
240,27.074792615672994,15076.194551389146,C,Active
241,33.85263558533101,17969.293076262256,C,Inactive
242,40.049872789804574,12311.869623168193,B,Active
243,43.657551941701215,7984.386844677108,C,Active
244,22.997035929442237,11507.133828460148,B,Active
245,31.654987641590516,6477.3045171913545,A,Active
246,30.25054688839044,22790.144626243215,A,Active
247,28.46670767426288,10198.814519519477,B,Active
248,52.65454240281097,27827.66397189432,A,Active
249,39.049817109609556,4647.591250843912,B,Active
250,22.391160456649548,30665.092429183172,C,Active
251,44.17861947054776,50692.28262931803,A,Active
252,56.22156197012633,2999.6903853128706,B,Active
253,45.32465260551147,32018.097533685333,C,Inactive
254,19.806300340459867,75182.14080767817,C,Inactive
255,30.157659271337486,6570.590471316396,C,Inactive
256,47.669111491866225,117309.6603103753,B,Active
257,27.923305343812192,33490.56409617101,C,Inactive
258,39.43819428146229,10883.33657879958,B,Active
259,42.74634053429337,20831.69538284902,A,Active
260,25.73069528421917,38496.665745853345,A,Active
261,34.404746439382,23765.86036476117,B,Active
262,2.5873265993092716,37750.57523016982,A,Active
263,24.756123586657104,8772.055240816342,B,Active
264,32.4743184860684,26091.394440932618,B,Active
265,22.522168180351507,5357.6755989437725,A,Active
266,51.32411303931635,19707.882047725554,B,Active
267,20.698586220393672,8920.36691355958,B,Active
268,30.59955513303016,10556.214920099634,A,Active
269,36.30740577286091,75818.16412737008,A,Inactive
270,49.412732890661154,65598.63196969773,A,Inactive
271,20.641378488205607,40503.27527883868,A,Active
272,46.63163752154959,7388.553337653827,C,Active
273,35.10233061019587,16052.045249341792,A,Active
274,25.18491348952049,74094.58265033705,B,Inactive
275,39.62103474263271,25380.00437478969,A,Active
276,36.9905969557347,223983.91942559797,A,Active
277,28.997831228412053,32640.78435894914,C,Active
278,35.69802084990019,26690.13008981813,B,Active
279,31.1468640313824,16169.52433776627,A,Active
280,36.13517345251248,25173.343217166574,A,Inactive
281,41.62130674521047,18911.58854391456,A,Active
282,50.86016816145352,44716.98458106947,A,Active
283,22.62184501173151,57337.05150147359,B,Inactive
284,56.330333746562665,10036.769108278368,A,Inactive
285,15.479122004774982,5818.321205444375,A,Active
286,33.482149049644164,3511.4861341589954,A,Active
287,40.883172064845766,36606.87440085685,C,Active
288,37.809918677350325,7307.3311756138,C,Inactive
289,28.773004801794063,2558.3285320119244,A,Active
290,32.918777496427246,32486.45799903073,B,Inactive
291,30.069990653411672,266465.35587813315,A,Active
292,29.106352430557884,21893.150152621405,A,Active
293,43.496020970210246,50944.43329317574,B,Active
294,38.57015485965047,23904.675790333942,C,Active
295,28.07090404739346,19952.51235177242,C,Active
296,43.995998754332504,55219.77898259243,B,Active
297,38.072995208766095,16477.077569843877,A,Active
298,43.1286211883896,28778.74330932484,B,Inactive
299,41.29628841923612,30384.801332172443,A,Active
300,26.710049890779278,11292.674796020163,B,Active
301,29.398189598030307,59399.57494615648,A,Active
302,42.472936051232615,18491.01547877831,B,Active
303,41.10370265433465,10344.961209710835,A,Active
304,34.79098406035852,37665.87697610348,A,Active
305,36.17327383308782,8969.02288973302,C,Inactive
306,47.77664895788425,22656.0263008147,A,Active
307,29.084286111641703,21826.519567190007,B,Active
308,40.470973811700375,65244.404442132276,A,Active
309,32.97807347566106,35408.18308069297,A,Active
310,32.8231879677278,21482.051279676027,A,Active
311,45.9877685198719,49899.50187377405,A,Inactive
312,43.2541634898803,88451.31344178076,C,Inactive
313,43.135096360006386,38476.78326695781,A,Active
314,48.05478807154329,22255.681867891322,C,Active
315,35.21003841632759,5932.2791925434085,B,Active
316,41.81952971294964,7592.2732913706395,A,Active
317,31.89733243406544,16232.574852494203,B,Active
318,38.24166352488442,11973.938769376344,B,Active
319,33.698569456323156,18270.238381983658,B,Active
320,35.96995964992718,23310.28421746956,A,Active
321,40.95157025436914,37409.97856462004,A,Active
322,26.817793167665275,20527.099560783943,C,Active
323,55.92387275685461,35828.59669276114,C,Active
324,24.93982618500298,23493.39072451963,C,Active
325,22.85811387212268,3054.995607036681,A,Inactive
326,46.581108735000676,8609.870926386511,B,Active
327,42.91662693962936,19070.77703602268,A,Active
328,41.24119817052155,6570.237481411084,A,Active
329,41.2834550926428,40131.97712278804,A,Inactive
330,34.87753227153085,101798.51874393177,B,Active
331,26.027456285141685,74515.45642920211,A,Active
332,35.75804558193726,17792.941791415873,A,Active
333,28.228382884878883,97804.52636962611,C,Active
334,44.75119733417751,25557.0236783456,A,Inactive
335,33.52942618497861,15723.53681457967,A,Active
336,26.745028032074885,11927.445122519328,A,Inactive
337,31.786141583470066,16277.357546468249,C,Inactive
338,39.12931454275624,14940.384303155772,B,Inactive
339,29.36275447196025,26118.94579156596,A,Active
340,26.777796044335687,25863.137751148883,C,Active
341,37.436872114919126,22093.661140760654,C,Active
342,37.44966571108723,34096.095994284646,A,Active
343,29.9305682462887,72449.58899503369,B,Active
344,30.28961694381677,56928.657236174025,B,Active
345,37.32049937357636,4989.555125426795,B,Active
346,20.519156585026757,1713.132534410547,A,Active
347,20.925362256234447,56067.96593625165,C,Inactive
348,27.81555778747564,5614.575715254442,B,Active
349,32.86552848288153,17592.616889648692,A,Inactive
350,38.10907565598005,6835.514180728329,A,Active
351,49.753562169495524,3633.7467679512124,A,Inactive
352,43.576596232020194,37852.894475156354,A,Active
353,33.40061470036573,47058.89400987862,B,Active
354,34.80983792097311,12375.693165887878,A,Inactive
355,24.97470635362191,1650.7049331269538,A,Active
356,34.8148686400761,12755.981167279622,B,Inactive
357,32.11341361079862,32591.409012535012,A,Active
358,38.227185603380896,5019.514180580822,C,Active
359,26.72769056447677,26459.218968163383,A,Active
360,40.193465142411725,21691.81221026329,A,Active
361,50.32738913002578,39312.25178788146,A,Active
362,33.91239851543143,24824.3515670756,A,Active
363,39.01711722098941,8324.273627736617,A,Active
364,41.90143991711113,72880.14355411129,B,Active
365,30.987795281141636,18797.335818104657,C,Inactive
366,37.24092481810417,21433.179848335418,A,Inactive
367,35.12592400781795,8662.269558290818,B,Active
368,35.97676098548832,14139.36101875917,B,Active
369,27.269902161445337,9092.428252383532,C,Active
370,35.245101742589426,18528.28829243591,A,Active
371,39.979982912454496,121991.7233648493,A,Inactive
372,49.51143607795042,5586.44751553295,A,Inactive
373,44.59270826085207,4387.165397216357,B,Active
374,56.531824575115564,95910.46005946863,C,Active
375,27.326524371119504,17866.385527183265,A,Active
376,43.723206367206785,11281.587617044057,A,Inactive
377,36.83342005738352,62311.712418090145,C,Active
378,56.89802933217672,12020.688190830757,C,Active
379,26.917017146448487,136763.67476235607,C,Active
380,26.60278157819224,43387.46577461836,B,Active
381,29.00607354555978,13522.207215469785,A,Active
382,13.76104275690193,190481.09185444383,B,Inactive
383,29.74244978319239,12019.493594935479,B,Active
384,27.40867338446302,46262.88838988572,A,Active
385,36.50393786476208,29711.592853727325,B,Active
386,38.41755975777159,80962.49400129636,B,Active
387,53.761708392158866,104978.5367906178,A,Active
388,44.5042383818605,22742.805874343885,B,Active
389,29.23096344337597,10369.064962979139,B,Active
390,26.01585328651642,34890.579484389236,C,Active
391,39.919191715065054,11184.505145427362,A,Active
392,21.797667929793576,164948.27972395977,A,Active
393,53.31458765854354,25248.835910410155,B,Inactive
394,46.79440120721287,15285.782831583729,A,Active
395,30.308243478952953,26494.178427641695,B,Active
396,17.868654709091224,5726.579642611511,B,Active
397,48.538723741654124,8336.393447613125,A,Active
398,33.85460154747382,73160.71736947985,B,Active
399,47.378163119734616,11419.819997307059,B,Active
400,19.05572341205633,7731.738484908071,A,Active
401,29.006249770462272,37671.260151935094,C,Active
402,35.05243699718183,72092.41774193059,C,Active
403,35.46980593764742,45204.56293728103,B,Inactive
404,30.499345285207564,59637.96732017492,B,Inactive
405,41.228499323474985,10334.105434034795,A,Active
406,24.323795706174057,5314.474066815349,C,Active
407,33.576205149787064,98847.51132014066,B,Inactive
408,36.20295631711899,15951.691634170535,B,Inactive
409,40.14438834058749,17139.94500456737,C,Active
410,42.1161487808889,83132.76123573529,A,Active
411,23.753579081621307,38416.02654314579,C,Active
412,19.658858292643778,34748.36404634104,A,Active
413,47.77676821898509,191952.3311455824,A,Active
414,38.323140119795916,11573.598244336816,A,Active
415,27.515134634434464,55705.832215956034,C,Active
416,50.51151975522523,23318.752050362193,C,Active
417,36.156746342928585,28813.29751580477,B,Active
418,46.792971840638266,101566.43815277526,B,Active
419,35.67518481410109,36601.179889563944,B,Active
420,55.60747924881987,37733.217226782115,C,Active
421,52.55340842443204,64376.71879320003,A,Active
422,32.51035851520926,15291.421600838143,A,Inactive
423,44.71570950954356,9516.575366535708,A,Active
424,41.45375949585147,7748.006054693086,B,Active
425,48.68631557532349,3082.95370212842,B,Active
426,25.350765394198955,172164.7472026666,A,Active
427,41.86051459998439,7308.4875824960955,A,Inactive
428,45.58424486849588,17654.50686834058,C,Active
429,17.412605135768857,16700.379122797425,A,Active
430,23.16741487334225,29953.656946493462,B,Active
431,14.607678222398995,49798.35411362113,C,Active
432,32.305931655554424,52076.73007639536,A,Inactive
433,42.17542255795962,12294.687794333517,A,Inactive
434,50.02357052096028,18636.518335436605,B,Active
435,35.74094780419775,29219.160380728274,C,Active
436,51.286155455712915,17176.696230523103,B,Inactive
437,21.198985417851084,109902.13599630515,C,Inactive
438,17.966175606448452,35989.22804311966,A,Active
439,34.44452301103381,45930.184121336984,B,Active
440,38.840654489393074,42739.60422063976,B,Active
441,34.67305251905907,71216.07593265404,C,Inactive
442,14.325578999601234,26397.42004270172,A,Active
443,34.10879960487212,6021.9599116943355,C,Active
444,21.95530499495147,32849.37348551473,B,Active
445,41.69672548830039,11483.231343808806,A,Active
446,38.66598246096848,12982.834206720341,A,Active
447,25.60120213672645,39591.27397344542,C,Active
448,29.861330826633065,75984.37996993936,A,Active
449,24.407864781110483,22500.02224224088,A,Active
450,34.37320902726828,29996.41077336639,A,Active
451,44.551423205012384,120839.07063940236,C,Active
452,25.142739536644562,28022.22374416046,B,Active
453,40.040465155178445,297058.12751696794,B,Inactive
454,29.69742381627559,38774.17245675923,A,Active
455,27.071271677376558,3786.6509037041515,B,Active
456,33.929696400454425,46786.10897645576,B,Active
457,24.647576775806257,32246.293483760837,C,Active
458,29.463506946528177,79997.66726814899,C,Active
459,23.021221074111516,43182.10063724074,A,Active
460,54.64725132916389,19178.478464515683,B,Active
461,35.35263551971729,6474.986254514838,A,Active
462,28.002744920074143,17871.753750646516,B,Active
463,37.13979910734222,9409.541868470655,A,Active
464,33.8767195030917,12326.128421233481,A,Active
465,32.79030400466777,39679.04146268275,A,Active
466,41.14166700043425,116997.10903258421,B,Active
467,42.57507710047305,32684.99979657349,A,Active
468,29.694988523894725,6661.613077021457,B,Inactive
469,29.2418175935532,34358.42951320224,A,Inactive
470,32.24948302848356,72884.51539927053,A,Active
471,11.98078835264415,11970.697836970068,B,Active
472,19.84808937801448,19263.797444314776,A,Active
473,48.66874267444525,22352.382518244878,A,Active
474,51.449677135012834,10047.726680129288,B,Active
475,32.50963960443622,42120.1039352695,A,Inactive
476,40.765569630557664,19517.20867221528,A,Active
477,38.112501545435364,33507.76372363855,A,Inactive
478,65.78880808455239,9068.007350256094,C,Active
479,46.195749114345766,14221.948221107785,B,Active
480,33.72082408519233,45359.79222564547,B,Active
481,25.444595593995743,15171.392299219538,B,Active
482,18.935536797424277,123867.02018012259,A,Active
483,37.03463635867223,14770.154182766539,A,Active
484,27.436492547156966,27575.548241402215,B,Active
485,20.77746290402326,55971.10373859357,A,Inactive
486,28.534271157574736,5332.813649391026,A,Active
487,24.18451996385605,3786.476521748321,A,Inactive
488,51.871416350725646,4790.27780422504,A,Inactive
489,43.816397569494505,77853.49758051401,C,Active
490,34.92027358683383,12684.573563778862,A,Active
491,49.79944138890026,284417.72116258513,B,Active
492,35.77368307647618,12528.388162440686,A,Inactive
493,26.387157986717362,26490.760828385894,C,Active
494,50.23124077269657,102961.45280651812,A,Active
495,40.38910043684659,163749.46530171414,A,Active
496,24.627538456735437,173079.02769079557,B,Active
497,33.09661321916392,73744.83446475035,B,Active
498,26.24381746615243,61332.338385228344,A,Active
499,21.17200269035664,39836.02566035383,A,Active
500,44.26177547531641,47971.43824229558,A,Inactive
501,54.094166404701305,12693.10591442969,A,Active
502,21.01432426180859,9718.641424831214,A,Inactive
503,40.62969236690571,21952.26369040027,A,Active
504,28.49357430878173,18579.52370979741,A,Inactive
505,30.12874616235304,13999.43080062591,A,Active
506,29.07606075761131,44195.9063586596,B,Active
507,26.36009230320184,57257.00136764787,C,Active
508,35.48521627944827,24062.42769859347,B,Inactive
509,26.69049883588962,96522.37068736216,A,Active
510,37.704568257798385,7032.593852872463,A,Inactive
511,34.49761890550863,18148.451889672266,C,Inactive
512,32.6105195313359,10755.555377752733,A,Active
513,25.924363379584022,3406.5774398677822,A,Active
514,29.232286694316674,20278.55726017165,B,Active
515,42.55391225825756,19501.613634525977,B,Active
516,40.009171876243805,100052.44157297764,B,Inactive
517,25.22444755201449,41390.70776726996,A,Active
518,35.99332305429226,7909.447228246428,A,Active
519,42.51387123371789,140658.82640427264,C,Inactive
520,18.305947188786284,74684.93635204814,A,Active
521,40.43360192379935,39422.72491344997,B,Inactive
522,28.373762410541534,17562.406481237274,B,Active
523,40.70598668593159,8438.507734732488,B,Active
524,27.36740843457483,15180.898272402635,A,Active
525,16.95117899335481,65430.81603760618,A,Active
526,18.724575621168373,145014.10694330782,B,Active
527,35.48084946661382,103078.23358532201,C,Active
528,37.59722501721482,13509.529147680894,C,Active
529,25.956833748955916,7189.540688681971,A,Active
530,41.38592458777374,25358.93080335037,A,Active
531,18.3847993773104,3757.6935643691245,C,Active
532,34.33920201352684,30429.49703562597,B,Active
533,22.889838002375434,19003.86034761456,C,Active
534,28.48163892197841,13821.263216924188,A,Active
535,35.47398671316414,4470.685058200961,B,Active
536,26.395866347160478,36812.77116834443,B,Active
537,31.154444557701748,12929.91839349588,B,Active
538,45.0629280921444,6836.855374201841,A,Active
539,29.231081304768512,1246.054934075147,A,Active
540,43.35692112065142,21428.671520082687,B,Inactive
541,23.70293145342382,129605.64209932846,A,Active
542,40.298041779152825,115989.99478879542,A,Active
543,49.415686206579004,13945.382702796871,C,Active
544,10.283554998727105,12061.670056069059,A,Active
545,27.031047445295233,35199.04589893777,C,Inactive
546,40.7707212718054,8116.177416611624,A,Active
547,32.96954613957007,29785.944490077374,B,Active
548,38.71145873371309,47385.91342482729,C,Active
549,28.960148132841795,75126.84449515873,A,Active
550,35.865897874729,19927.29987346599,A,Active
551,33.44322764607921,17967.615001000268,A,Active
552,46.67782061659807,9154.651715039445,A,Active
553,37.54420843301213,9634.634504283538,B,Active
554,38.37602662075202,17562.49792801802,C,Active
555,30.881230338775325,31804.577559358102,A,Active
556,30.123937759275066,54917.3510718999,A,Active
557,30.67441812180379,9865.716529483667,A,Active
558,38.944521423782966,97996.64956534153,B,Inactive
559,30.79015519179737,16795.67008198791,A,Active
560,37.89774856896413,21560.812409659215,B,Inactive
561,55.75400798645439,10433.617468085862,B,Active
562,43.711247034316926,1950.3414518212826,B,Active
563,31.73976467832159,53318.86014087128,A,Active
564,47.012139221639444,46020.576795426176,B,Active
565,30.919246269784487,16625.159224334755,A,Active
566,14.618754648221461,23552.58164022051,A,Active
567,24.91913689082596,36898.98111929215,C,Active
568,16.292080789741444,4616.786332984295,B,Inactive
569,31.484865159586914,12977.174981963812,A,Active
570,35.184183791895514,48740.4558401854,A,Active
571,51.76437312275283,6283.676869036903,A,Active
572,38.269273737641626,29541.694938064382,A,Active
573,32.80899471191136,5672.687074888669,A,Active
574,43.294055811834895,35116.62634816676,A,Active
575,12.88864690992115,21255.23544101807,A,Inactive
576,37.356145581085656,4380.281120592276,B,Active
577,42.708651938869664,70596.74760181218,B,Active
578,20.214137542201584,10566.125160058557,B,Active
579,46.43754043206929,9796.177749185863,A,Inactive
580,38.38496407494414,26918.503652262505,C,Active
581,30.847120860991986,69469.10146289296,C,Active
582,41.32781866106285,7975.88729497061,C,Active
583,57.70692857804396,23427.828569477268,C,Active
584,36.81866255058495,33820.30025116681,C,Active
585,37.48220586300336,44051.100202082154,B,Active
586,30.40639100459756,26276.79620809851,A,Active
587,26.501556305352082,15259.723126265582,B,Active
588,43.303358165442454,9627.797625883319,B,Active
589,26.439161740911327,24008.035914222408,B,Active
590,35.715662372193925,7539.121844815101,B,Active
591,30.223425532348834,1186.3652694570926,A,Active
592,39.78979825746392,34083.19764515161,A,Active
593,38.33662105286948,54389.959135132565,C,Active
594,45.375399442578995,2073.6540351953377,B,Active
595,29.89983601145253,8024.617596128423,B,Inactive
